web_scraper_order,web_scraper_start_url,data,data2,data3,data4,data5,data6,data7,image,image2,image3
"1775703742-235","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Dabur Herb'l Kids Toothpaste (Ironman, 3+ years, Strawberry Flavour)","80 g","₹104","₹172","39%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/8b6b4514-6e53-41dd-a7c8-471e1f03e6f1.png","",""
"1775703742-236","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Dabur Herb’l Activated Charcoal Herbal Toothpaste With Mint","120 g","₹83","₹168","50%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/d3c28068-03e7-4bc6-81b8-7f9f48bb002e.png","",""
"1775703742-237","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Dabur Meswak Complete Tooth & Gum Care Herbal Toothpaste","200 g","₹115","₹135","14%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/ab4991f1-42c8-4aa2-95ae-8c0a7444b961.png","",""
"1775703742-238","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","GUBB Metal Tongue Cleaner","1 pc","₹125","₹165","24%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/26217081-0aab-4342-a056-743c4f6b4e7b.png","",""
"1775703742-239","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Listerine Cavity Fighter Mouthwash","250 ml","₹219","₹230","","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/b8efc934-15b1-400f-a569-d405f6ea7b76.png","",""
"1775703742-240","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Sensodyne Whitening Sensitive Toothpaste","70 g","₹142","","","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/ca25b6b5-2362-4239-9792-ca08d414dfc2.png","",""
"1775703742-241","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Dabur Herb'l Kids Toothpaste (Ironman, 3+ years, Strawberry Flavour)","80 g","₹104","₹172","39%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/8b6b4514-6e53-41dd-a7c8-471e1f03e6f1.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-242","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Dabur Herb’l Activated Charcoal Herbal Toothpaste With Mint","120 g","₹83","₹168","50%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/d3c28068-03e7-4bc6-81b8-7f9f48bb002e.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-243","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","Dabur Meswak Complete Tooth & Gum Care Herbal Toothpaste","200 g","₹115","₹135","14%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/ab4991f1-42c8-4aa2-95ae-8c0a7444b961.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
"1775703742-244","https://blinkit.com/cn/personal-care/oral-care/cid/163/722","GUBB Metal Tongue Cleaner","1 pc","₹125","₹165","24%
OFF","ADD","19 mins","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=270/da/cms-assets/cms/product/26217081-0aab-4342-a056-743c4f6b4e7b.png","https://cdn.grofers.com/cdn-cgi/image/f=auto,fit=scale-down,q=70,metadata=none,w=90/assets/eta-icons/30-mins.png",""
